Metric,TD vs Saliency,ASD vs Saliency
AUC_Borji,0.6670884366596223,0.5669927851441681
AUC_Judd,0.5409876723176043,0.5165591841332869
AUC_Shuffled,0.17060390639996026,0.07050825488450607
CC,0.2568232801203152,0.11153152777678699
MSE,0.20382679998874664,0.304560124874115
EMD,0.6468941612668875,0.48388779267115595
KLdiv,4.521760805008381,2.600277576390206
NSS,0.11944205313920975,0.055313076823949814
Info Gain,4.453197431456637,2.5920087565539687
