ASD AUC_Borji,ASD AUC_Judd,ASD AUC_Shuffled,ASD CC,ASD EMD,ASD Info Gain,ASD KLdiv,ASD NSS
0.27630214781324125,0.27630214781324125,0.5000523904804852,-0.23891844104528398,0.12152792690039978,[ 0.2079041  -0.00953234],0.07384824946953064,0.6001418
