TD AUC_Borji,TD AUC_Judd,TD AUC_Shuffled,TD CC,TD EMD,TD Info Gain,TD KLdiv,TD NSS
0.2701749483056921,0.2701749483056921,0.5000545032965837,-0.25626639200514406,0.08338287348426432,[ 0.17863458 -0.00719199],0.03936820283560503,0.5470042
